,example_no,split,entity_a,entity_a_name,entity_b,entity_b_name,summ_type,summ_no,sent_id,complex_sent,simple_sent_id,simple_sent
841,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N008,There were some really great toiletries available at this hotel.,E024RA00N008_001,The toiletries were great.
842,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N009,The price was really reasonable as well considering how comfortable and elegant the hotel is.,E024RA00N009_000,The price was really reasonable.
843,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_a,0,E024RA00N009,The price was really reasonable as well considering how comfortable and elegant the hotel is.,E024RA00N009_001,The hotel is comfortable and elegant.
844,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_000,The hotel is of good quality.
845,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_001,The hotel provides a nice and enjoyable stay.
846,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N000,A good quality hotel that provides a nice and enjoyable stay that will not break the bank.,E024RB00N000_002,The stay will not break the bank.
847,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N001,The bathtub in the room took too long to drain and there is only the facility for one computer to have access to the internet per room.,E024RB00N001_000,The bathtub in the room took too long to drain.
848,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N001,The bathtub in the room took too long to drain and there is only the facility for one computer to have access to the internet per room.,E024RB00N001_001,There is only the facility for one computer to have access to the internet per room.
849,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N002,"The hotel's breakfast selection was really good, as well as the selection provided at the bar.",E024RB00N002_000,The hotel's breakfast selection was really good.
850,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N002,"The hotel's breakfast selection was really good, as well as the selection provided at the bar.",E024RB00N002_001,The selection provided at the bar was also good.
851,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N003,"Rooms on the executive floor are provided with a complimentary breakfast, as well as appetisers and snacks for a nominal fee.",E024RB00N003_000,Rooms on the executive floor are provided with a complimentary breakfast.
852,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_b,0,E024RB00N003,"Rooms on the executive floor are provided with a complimentary breakfast, as well as appetisers and snacks for a nominal fee.",E024RB00N003_001,Rooms on the executive floor are provided with appetisers and snacks for a nominal fee.
853,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N000,"The staff at this highly recommended Montreal hotel were friendly, warm and so helpful.",E024RC00N000_000,This is a highly recommended Montreal hotel.
854,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N000,"The staff at this highly recommended Montreal hotel were friendly, warm and so helpful.",E024RC00N000_001,"The staff at the hotel were friendly, warm, and so helpful."
855,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_000,The hotel is close to sights.
856,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_001,The hotel is close to restaurants.
857,24,dev,224665,Le Saint-Sulpice,185718,Hilton Montreal Bonaventure,refs_comm,0,E024RC00N001,"The hotel is also close to sights, restaurants and shopping.",E024RC00N001_002,The hotel is close to shopping.
858,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N000,The hotel is great and provides a safe place to stay.,E025RA00N000_000,The hotel is great.
859,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N000,The hotel is great and provides a safe place to stay.,E025RA00N000_001,The hotel provides a safe place to stay.
860,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N001,It is a favourite with guests.,E025RA00N001_000,It is a favourite.
861,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N001,It is a favourite with guests.,E025RA00N001_001,It is a favourite with guests.
862,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_000,The hotel is close to the metro line.
863,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_001,The hotel is close to Rembrandt Square.
864,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N002,The hotel is close to the metro line and Rembrandt Square and away from the louder tourist areas.,E025RA00N002_002,The hotel is away from the louder tourist areas.
865,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N003,The room was quite small at this hotel but it was quite modern and clean.,E025RA00N003_000,The room was quite small at this hotel.
866,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N003,The room was quite small at this hotel but it was quite modern and clean.,E025RA00N003_001,The room was quite modern and clean.
867,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_000,"Everything was wheelchair-accessible, which was fantastic."
868,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_001,There was no shower curtain.
869,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N004,"Everything was wheelchair-accessible which was fantastic, even if there was no shower curtain and it left the bathroom floor somewhat wet.",E025RA00N004_002,The bathroom floor was somewhat wet.
870,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N005,The staff at the front desk were unhelpful to guests.,E025RA00N005_000,The staff was at the front desk.
871,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N005,The staff at the front desk were unhelpful to guests.,E025RA00N005_001,The staff was unhelpful to guests.
872,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N006,The hotel provides a fantastic selection of food in their seafood bistro.,E025RA00N006_000,The hotel provides a fantastic selection of food.
873,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N006,The hotel provides a fantastic selection of food in their seafood bistro.,E025RA00N006_001,The food is available in their seafood bistro.
874,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N007,The WiFi in the hotel lobby is very slow.,E025RA00N007_000,The WiFi is in the hotel lobby.
875,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N007,The WiFi in the hotel lobby is very slow.,E025RA00N007_001,The WiFi is very slow.
876,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N008,The carpet was dirty and the exterior of the hotel is noisy and overcrowded.,E025RA00N008_000,The carpet was dirty.
877,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_a,0,E025RA00N008,The carpet was dirty and the exterior of the hotel is noisy and overcrowded.,E025RA00N008_001,The exterior of the hotel is noisy and overcrowded.
878,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N000,"The stay at the hotel was quite expensive, but absolutely worth the cost.",E025RB00N000_000,The stay at the hotel was quite expensive.
879,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N000,"The stay at the hotel was quite expensive, but absolutely worth the cost.",E025RB00N000_001,The stay at the hotel was absolutely worth the cost.
880,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N001,No complaints.,E025RB00N001_000,There are no complaints.
881,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N002,The view from the room was great because it overlooked the canal.,E025RB00N002_000,The view from the room was great.
882,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N002,The view from the room was great because it overlooked the canal.,E025RB00N002_001,The room overlooked the canal.
883,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N003,"The wireless internet in the room was free, which is really useful.",E025RB00N003_000,The wireless internet in the room was free.
884,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N003,"The wireless internet in the room was free, which is really useful.",E025RB00N003_001,This is really useful.
885,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N004,Even better though is that the rooms are luxurious and decorated to a lovely standard.,E025RB00N004_000,The rooms are luxurious.
886,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N004,Even better though is that the rooms are luxurious and decorated to a lovely standard.,E025RB00N004_001,The rooms are decorated to a lovely standard.
887,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N005,All of the staff were lovely because they were friendly but professional at the same time.,E025RB00N005_000,All of the staff were lovely.
888,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N005,All of the staff were lovely because they were friendly but professional at the same time.,E025RB00N005_001,They were friendly.
889,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N005,All of the staff were lovely because they were friendly but professional at the same time.,E025RB00N005_002,They were professional at the same time.
890,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N006,"They were clearly very knowledgeable, which was just wonderful.",E025RB00N006_000,They were clearly very knowledgeable.
891,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N006,"They were clearly very knowledgeable, which was just wonderful.",E025RB00N006_001,Their knowledge was wonderful.
892,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N007,The hotel provided free internet services and also the use of a printer too if needed.,E025RB00N007_000,The hotel provided free internet services.
893,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_b,0,E025RB00N007,The hotel provided free internet services and also the use of a printer too if needed.,E025RB00N007_001,The hotel provided the use of a printer too if needed.
894,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_comm,0,E025RC00N000,The rooms of the hotel are clean and the hotel is definitely recommended.,E025RC00N000_000,The rooms of the hotel are clean.
895,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_comm,0,E025RC00N000,The rooms of the hotel are clean and the hotel is definitely recommended.,E025RC00N000_001,The hotel is definitely recommended.
896,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_comm,0,E025RC00N001,The hotel is in walking distance to the sights.,E025RC00N001_000,The hotel is in walking distance to the sights.
897,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_comm,0,E025RC00N002,Despite being quite pricey the breakfast was super tasty and sumptuous.,E025RC00N002_000,The breakfast was super tasty and sumptuous.
898,25,dev,586662,Hampshire Hotel - Rembrandt Square Amsterdam,232321,Ambassade Hotel,refs_comm,0,E025RC00N002,Despite being quite pricey the breakfast was super tasty and sumptuous.,E025RC00N002_001,The breakfast was quite pricey.
899,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N000,This is a really great little hotel.,E026RA00N000_000,This is a hotel.
900,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N000,This is a really great little hotel.,E026RA00N000_001,It is a great hotel.
901,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N000,This is a really great little hotel.,E026RA00N000_002,It is a little hotel.
902,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N001,It isn't a full-on resort but it was nice all the same.,E026RA00N001_000,It isn't a full-on resort.
903,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N001,It isn't a full-on resort but it was nice all the same.,E026RA00N001_001,It was nice all the same.
904,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N002,There are many things to do within walking distance.,E026RA00N002_000,There are many things to do.
905,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N002,There are many things to do within walking distance.,E026RA00N002_001,The things to do are within walking distance.
906,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N003,"The hotel rooms are smaller, but clean and furnished well with antiques for some charm.",E026RA00N003_000,The hotel rooms are smaller.
907,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N003,"The hotel rooms are smaller, but clean and furnished well with antiques for some charm.",E026RA00N003_001,The hotel rooms are clean.
908,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N003,"The hotel rooms are smaller, but clean and furnished well with antiques for some charm.",E026RA00N003_002,The hotel rooms are furnished well with antiques for some charm.
909,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N004,The breakfast at the hotel was adequate.,E026RA00N004_000,The breakfast was at the hotel.
910,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N004,The breakfast at the hotel was adequate.,E026RA00N004_001,The breakfast was adequate.
911,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N005,The coffee was great.,E026RA00N005_000,The coffee was great.
912,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N006,There were some items missing and there was a run-down feel here.,E026RA00N006_000,Some items were missing.
913,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N006,There were some items missing and there was a run-down feel here.,E026RA00N006_001,There was a run-down feel here.
914,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N007,The carpeting did not help with the worn-down atmosphere.,E026RA00N007_000,The carpeting did not help.
915,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N007,The carpeting did not help with the worn-down atmosphere.,E026RA00N007_001,The atmosphere was worn-down.
916,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N008,The elevators weren't that big either meaning a surfboard could not even fit in it.,E026RA00N008_000,The elevators weren't that big.
917,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_a,0,E026RA00N008,The elevators weren't that big either meaning a surfboard could not even fit in it.,E026RA00N008_001,A surfboard could not even fit in it.
918,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N000,A great stay at this hotel and will keep coming back.,E026RB00N000_000,The stay at this hotel was great.
919,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N000,A great stay at this hotel and will keep coming back.,E026RB00N000_001,I will keep coming back.
920,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N001,It can get really busy here but you wouldn't know it.,E026RB00N001_000,It can get really busy here.
921,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N001,It can get really busy here but you wouldn't know it.,E026RB00N001_001,You wouldn't know it.
922,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N002,The rooms in the hotel were luxurious but the walls were very thin.,E026RB00N002_000,The rooms in the hotel were luxurious.
923,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N002,The rooms in the hotel were luxurious but the walls were very thin.,E026RB00N002_001,The walls were very thin.
924,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N003,The hotel has good access to lots of local restaurants with a wide variety of choice available.,E026RB00N003_000,The hotel has good access to lots of local restaurants.
925,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N003,The hotel has good access to lots of local restaurants with a wide variety of choice available.,E026RB00N003_001,There is a wide variety of choice available.
926,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N004,"There were some great aspect to this hotel such as the super-pool, although it is recommended you head down for a lounger quite early but this isn't a big deal.",E026RB00N004_000,There were some great aspects to this hotel.
927,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N004,"There were some great aspect to this hotel such as the super-pool, although it is recommended you head down for a lounger quite early but this isn't a big deal.",E026RB00N004_001,The super-pool is one of them.
928,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N004,"There were some great aspect to this hotel such as the super-pool, although it is recommended you head down for a lounger quite early but this isn't a big deal.",E026RB00N004_002,It is recommended you head down for a lounger quite early.
929,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_b,0,E026RB00N004,"There were some great aspect to this hotel such as the super-pool, although it is recommended you head down for a lounger quite early but this isn't a big deal.",E026RB00N004_003,This isn't a big deal.
930,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N000,This is a hotel resort that's in a good location for seeing the nearby ocean and beach and a good view of Hawaii.,E026RC00N000_000,This is a hotel resort.
931,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N000,This is a hotel resort that's in a good location for seeing the nearby ocean and beach and a good view of Hawaii.,E026RC00N000_001,The hotel resort is in a good location for seeing the nearby ocean and beach.
932,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N000,This is a hotel resort that's in a good location for seeing the nearby ocean and beach and a good view of Hawaii.,E026RC00N000_002,The hotel resort has a good view of Hawaii.
933,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N001,The staff at the hotel were very professional.,E026RC00N001_000,The staff were at the hotel.
934,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N001,The staff at the hotel were very professional.,E026RC00N001_001,The staff were very professional.
935,26,dev,86983,Aqua Waikiki Beachside Hotel,87016,Hilton Hawaiian Village Beach Resort Spa,refs_comm,0,E026RC00N002,Would definitely recommend the hotel.,E026RC00N002_000,I would recommend the hotel.
936,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N000,The hotel is tranquil and clean and overall an enjoyable place to stay whilst in Rome.,E027RA00N000_000,The hotel is tranquil.
937,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N000,The hotel is tranquil and clean and overall an enjoyable place to stay whilst in Rome.,E027RA00N000_001,The hotel is clean.
938,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N000,The hotel is tranquil and clean and overall an enjoyable place to stay whilst in Rome.,E027RA00N000_002,The hotel is an enjoyable place to stay whilst in Rome.
939,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N001,The hotel is close to a number of local restaurants and the busier areas of Rome.,E027RA00N001_000,The hotel is close to a number of local restaurants.
940,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N001,The hotel is close to a number of local restaurants and the busier areas of Rome.,E027RA00N001_001,The hotel is close to the busier areas of Rome.
941,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N002,The rooms in the hotel are adequate with spacious bathrooms.,E027RA00N002_000,The rooms in the hotel are adequate.
942,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N002,The rooms in the hotel are adequate with spacious bathrooms.,E027RA00N002_001,The bathrooms are spacious.
943,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N003,The staff leave a chocolate on the beds each night for their guests.,E027RA00N003_000,The staff leave a chocolate on the beds.
944,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N003,The staff leave a chocolate on the beds each night for their guests.,E027RA00N003_001,The chocolate is left each night.
945,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N003,The staff leave a chocolate on the beds each night for their guests.,E027RA00N003_002,The chocolate is for their guests.
946,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N004,The buffet breakfast was very good.,E027RA00N004_000,The buffet breakfast was very good.
947,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N005,The hotel's corridors were quite plain and could benefit from some decoration.,E027RA00N005_000,The hotel's corridors were quite plain.
948,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N005,The hotel's corridors were quite plain and could benefit from some decoration.,E027RA00N005_001,The corridors could benefit from some decoration.
949,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N006,The free Wi-Fi worked well and the Bulgari toiletries smelled lovely.,E027RA00N006_000,The free Wi-Fi worked well.
950,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_a,0,E027RA00N006,The free Wi-Fi worked well and the Bulgari toiletries smelled lovely.,E027RA00N006_001,The Bulgari toiletries smelled lovely.
951,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N000,The hospitality here at this hotel was so lovely and made the stay really good.,E027RB00N000_000,The hospitality at this hotel was lovely.
952,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N000,The hospitality here at this hotel was so lovely and made the stay really good.,E027RB00N000_001,The lovely hospitality made the stay really good.
953,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N001,There's nothing at all to complain about and cannot recommend this place enough.,E027RB00N001_000,There's nothing at all to complain about.
954,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N001,There's nothing at all to complain about and cannot recommend this place enough.,E027RB00N001_001,I cannot recommend this place enough.
955,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N002,Everything is so close to this hotel that it's perfect based on location alone.,E027RB00N002_000,Everything is close to this hotel.
956,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N002,Everything is so close to this hotel that it's perfect based on location alone.,E027RB00N002_001,The hotel's location is perfect.
957,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N003,"Historical sites aren't too far by foot and places to eat and drink are only 50 metres away, with the river nearby too.",E027RB00N003_000,Historical sites aren't too far by foot.
958,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N003,"Historical sites aren't too far by foot and places to eat and drink are only 50 metres away, with the river nearby too.",E027RB00N003_001,Places to eat and drink are only 50 metres away.
959,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N003,"Historical sites aren't too far by foot and places to eat and drink are only 50 metres away, with the river nearby too.",E027RB00N003_002,The river is nearby too.
960,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N004,The rooms are bursting with character and really lovely with period decoration and style.,E027RB00N004_000,The rooms are bursting with character.
961,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N004,The rooms are bursting with character and really lovely with period decoration and style.,E027RB00N004_001,The rooms are really lovely with period decoration and style.
962,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N005,The bed was large so that is a bonus.,E027RB00N005_000,The bed was large.
963,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N005,The bed was large so that is a bonus.,E027RB00N005_001,That is a bonus.
964,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N006,Many of staff members were able to provide detailed information about the city and ideas for what to do and where.,E027RB00N006_000,Many staff members were able to provide detailed information about the city.
965,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N006,Many of staff members were able to provide detailed information about the city and ideas for what to do and where.,E027RB00N006_001,Many staff members were able to provide ideas for what to do and where.
966,27,dev,203083,Hotel Raphael,208552,Hotel Campo De' Fiori,refs_b,0,E027RB00N007,"The hotel provided a breakfast to guests that was adequate, but with a superb coffee available.",E027RB00N007_000,The hotel provided a breakfast to guests.
